Frame,Rz,Ry,Rx,Tx,Ty,Tz,Tz
2231590,79.6733386,10.8710077,166.986184,4.255,5.573,-142.341,-3.70E+28
2231598,79.7117186,10.8725124,166.9931701,4.26,5.581,-142.335,-3.70E+28
2231606,79.6818488,10.8699396,166.9894069,4.255,5.576,-142.336,-3.70E+28
2231614,79.6359118,10.8689444,166.9800791,4.252,5.565,-142.338,-3.70E+28
2231622,79.6437011,10.8686785,166.9821805,4.252,5.568,-142.337,-3.70E+28
2231630,79.7043316,10.8673844,166.9975997,4.252,5.587,-142.339,-3.70E+28
2231638,79.7649245,10.8660759,167.013007,4.251,5.607,-142.342,-3.70E+28
2231646,79.6693586,10.8666141,166.9905192,4.252,5.578,-142.328,-3.70E+28
2231654,79.6385579,10.8671478,166.9828316,4.251,5.568,-142.327,-3.70E+28
2231662,79.6322376,10.8648409,166.9841406,4.246,5.57,-142.328,-3.70E+28
2231670,79.6259034,10.8625378,166.9854424,4.241,5.572,-142.33,-3.70E+28
2231678,79.7253463,10.870594,166.9985753,4.257,5.589,-142.318,-3.70E+28
2231686,79.6392272,10.8673272,166.9827704,4.252,5.568,-142.311,-3.70E+28
2231694,79.5531321,10.8640428,166.9669689,4.247,5.548,-142.305,-3.70E+28
2231702,79.6882176,10.8692201,166.991723,4.251,5.581,-142.319,-3.70E+28
2231710,79.6740272,10.8696998,166.9879032,4.25,5.578,-142.318,-3.70E+28
2231718,79.6339893,10.8681327,166.9806086,4.246,5.569,-142.318,-3.70E+28
2231726,79.6102548,10.8648995,166.9790362,4.241,5.566,-142.317,-3.70E+28
2231734,79.6546835,10.8715327,166.9812861,4.251,5.57,-142.309,-3.70E+28
2231742,79.5904447,10.8658198,166.9733972,4.242,5.56,-142.31,-3.70E+28
2231750,79.5975273,10.8654247,166.9754926,4.242,5.562,-142.308,-3.70E+28
2231758,79.5975661,10.8659341,166.9748925,4.244,5.561,-142.3,-3.70E+28
2231766,79.5704571,10.8646051,166.9702685,4.239,5.556,-142.307,-3.70E+28
2231774,79.6108971,10.8681817,166.9752602,4.245,5.562,-142.301,-3.70E+28
2231782,79.5649874,10.860857,166.9734982,4.234,5.559,-142.302,-3.70E+28
2231790,79.554972,10.8615382,166.9703875,4.235,5.554,-142.301,-3.70E+28
2231798,79.5705402,10.863939,166.9710843,4.239,5.556,-142.295,-3.70E+28
2231806,79.5226847,10.85902,166.9659976,4.231,5.549,-142.298,-3.70E+28
2231814,79.5525049,10.8594788,166.9722859,4.233,5.556,-142.296,-3.70E+28
2231822,79.537838,10.8593348,166.9690958,4.233,5.552,-142.291,-3.70E+28
2231830,79.5679902,10.8639557,166.9704797,4.238,5.555,-142.292,-3.70E+28
2231838,79.5704724,10.8622002,166.9731486,4.235,5.558,-142.291,-3.70E+28
2231846,79.5382885,10.8565857,166.9724892,4.224,5.558,-142.298,-3.70E+28
2231854,79.6032059,10.8622929,166.9805376,4.233,5.569,-142.295,-3.70E+28
2231862,79.5850337,10.8574382,166.98218,4.226,5.572,-142.298,-3.70E+28
2231870,79.5669284,10.8525936,166.9838278,4.219,5.575,-142.301,-3.70E+28
2231878,79.649413,10.8546858,167.0002027,4.23,5.597,-142.292,-3.70E+28
2231886,79.6505844,10.8623539,166.9913112,4.236,5.585,-142.296,-3.70E+28
2231894,79.6049089,10.8622656,166.9809603,4.236,5.572,-142.291,-3.70E+28
2231902,79.5536408,10.8577755,166.9745843,4.23,5.564,-142.293,-3.70E+28
2231910,79.5641265,10.8590256,166.9754917,4.231,5.566,-142.297,-3.70E+28
2231918,79.5746502,10.8602869,166.9763945,4.231,5.568,-142.301,-3.70E+28
2231926,79.6316693,10.8652298,166.9835458,4.24,5.578,-142.298,-3.70E+28
2231934,79.5647963,10.8588211,166.9758898,4.231,5.568,-142.3,-3.70E+28
2231942,79.6167538,10.8651238,166.9802568,4.239,5.574,-142.3,-3.70E+28
2231950,79.6686523,10.8714217,166.9846169,4.248,5.58,-142.3,-3.70E+28
2231958,79.5193062,10.8587041,166.9656009,4.225,5.556,-142.312,-3.70E+28
2231966,79.6247513,10.8679881,166.9786655,4.239,5.573,-142.309,-3.70E+28
2231974,79.6155809,10.8645461,166.9806787,4.237,5.575,-142.305,-3.70E+28
2231982,79.5816632,10.8639852,166.9735785,4.235,5.566,-142.308,-3.70E+28
2231990,79.6513278,10.8681552,166.9845519,4.239,5.58,-142.314,-3.70E+28
2231998,79.6566192,10.8656145,166.9887976,4.236,5.584,-142.314,-3.70E+28
2232006,79.6227929,10.867021,166.9793726,4.24,5.571,-142.307,-3.70E+28
2232014,79.5938312,10.8658834,166.9740972,4.24,5.564,-142.3,-3.70E+28
2232022,79.6076369,10.8672978,166.9755698,4.241,5.566,-142.302,-3.70E+28
2232030,79.6214943,10.8686909,166.9770795,4.242,5.568,-142.305,-3.70E+28
2232038,79.6508158,10.8694545,166.9828827,4.246,5.574,-142.3,-3.70E+28
2232046,79.5931437,10.8626399,166.9778177,4.235,5.568,-142.303,-3.70E+28
2232054,79.5935428,10.8631036,166.9773548,4.237,5.567,-142.295,-3.70E+28
2232062,79.5859947,10.8606288,166.9785848,4.235,5.567,-142.293,-3.70E+28
2232070,79.58027,10.8614244,166.9763217,4.235,5.563,-142.297,-3.70E+28
2232078,79.5500972,10.862349,166.9682997,4.235,5.554,-142.295,-3.70E+28
2232086,79.5199592,10.8632633,166.9602925,4.236,5.544,-142.294,-3.70E+28
2232094,79.5880525,10.860864,166.9787749,4.233,5.567,-142.295,-3.70E+28
2232102,79.6053294,10.864904,166.9779026,4.239,5.566,-142.294,-3.70E+28
2232110,79.574322,10.8612907,166.9751186,4.233,5.562,-142.298,-3.70E+28
2232118,79.5433035,10.8576846,166.9723237,4.228,5.558,-142.302,-3.70E+28
2232126,79.6454052,10.8635747,166.9886677,4.239,5.579,-142.294,-3.70E+28
2232134,79.6413055,10.8662803,166.984497,4.245,5.574,-142.286,-3.70E+28
2232142,79.5820721,10.861334,166.9768428,4.237,5.565,-142.289,-3.70E+28
2232150,79.6011366,10.8634721,166.9786539,4.24,5.569,-142.287,-3.70E+28
2232158,79.6150474,10.8624439,166.983069,4.238,5.575,-142.289,-3.70E+28
2232166,79.6289197,10.861421,166.9874674,4.237,5.581,-142.291,-3.70E+28
2232174,79.523213,10.8601858,166.9647232,4.233,5.551,-142.291,-3.70E+28
2232182,79.5515403,10.8616072,166.9695182,4.235,5.557,-142.292,-3.70E+28
2232190,79.5797978,10.8630333,166.9742894,4.238,5.563,-142.295,-3.70E+28
2232198,79.6342076,10.8685302,166.9801836,4.247,5.572,-142.287,-3.70E+28
2232206,79.590337,10.8661103,166.9730251,4.242,5.563,-142.29,-3.70E+28
2232214,79.5463954,10.8636806,166.9658574,4.237,5.554,-142.292,-3.70E+28
2232222,79.5508985,10.8610985,166.9699797,4.237,5.558,-142.278,-3.70E+28
2232230,79.6160629,10.8679611,166.9767075,4.248,5.565,-142.288,-3.70E+28
2232238,79.5608891,10.8613146,166.9720114,4.237,5.559,-142.299,-3.70E+28
2232246,79.604766,10.8646393,166.97809,4.242,5.567,-142.305,-3.70E+28
2232254,79.6404278,10.865521,166.9852032,4.248,5.574,-142.3,-3.70E+28
2232262,79.5692317,10.8657015,166.9686761,4.249,5.552,-142.3,-3.70E+28
2232270,79.6371156,10.8663739,166.9834258,4.251,5.569,-142.309,-3.70E+28
2232278,79.6967363,10.8710959,166.991433,4.26,5.578,-142.312,-3.70E+28
2232286,79.7564422,10.8758125,166.999461,4.269,5.587,-142.314,-3.70E+28
2232294,79.6812978,10.8712223,166.9877494,4.264,5.57,-142.318,-3.70E+28
2232302,79.6061818,10.8666143,166.9760534,4.259,5.554,-142.322,-3.70E+28
2232310,79.6857525,10.8746079,166.9847273,4.268,5.566,-142.331,-3.70E+28
2232318,79.7058547,10.8776545,166.9856925,4.277,5.565,-142.326,-3.70E+28
2232326,79.688109,10.8751942,166.9845669,4.272,5.564,-142.337,-3.70E+28
2232334,79.6764751,10.8749873,166.9821505,4.271,5.56,-142.338,-3.70E+28
2232342,79.6648161,10.8747731,166.9797365,4.271,5.556,-142.339,-3.70E+28
2232350,79.5929991,10.8704981,166.9683889,4.265,5.542,-142.338,-3.70E+28
2232358,79.6742324,10.8760358,166.9803851,4.273,5.557,-142.341,-3.70E+28
2232366,79.7554467,10.8815531,166.9923889,4.281,5.572,-142.343,-3.70E+28
2232374,79.7029918,10.8804101,166.9817487,4.278,5.56,-142.345,-3.70E+28
2232382,79.6504903,10.8792585,166.9710976,4.274,5.548,-142.347,-3.70E+28
2232390,79.724628,10.8762378,166.9916784,4.274,5.573,-142.347,-3.70E+28
2232398,79.733021,10.8799246,166.9892008,4.281,5.568,-142.339,-3.70E+28
2232406,79.6833198,10.8755633,166.9830299,4.273,5.561,-142.349,-3.70E+28
2232414,79.6619648,10.8765365,166.9769776,4.273,5.553,-142.351,-3.70E+28
2232422,79.6215362,10.8736343,166.9711815,4.269,5.546,-142.35,-3.70E+28
2232430,79.5811344,10.8707397,166.9653795,4.265,5.539,-142.349,-3.70E+28
2232438,79.6717286,10.8747633,166.9813311,4.272,5.559,-142.352,-3.70E+28
2232446,79.7622655,10.8787575,166.9972812,4.278,5.58,-142.356,-3.70E+28
2232454,79.6332242,10.8745641,166.972749,4.268,5.549,-142.359,-3.70E+28
2232462,79.6553391,10.8741921,166.9782599,4.27,5.556,-142.356,-3.70E+28
2232470,79.6503023,10.8748663,166.9763009,4.271,5.554,-142.357,-3.70E+28
2232478,79.6861047,10.8725416,166.9872746,4.267,5.569,-142.357,-3.70E+28
2232486,79.7093909,10.8767291,166.987606,4.274,5.57,-142.353,-3.70E+28
2232494,79.6304195,10.872385,166.97471,4.264,5.555,-142.36,-3.70E+28
2232502,79.6507442,10.8763589,166.9746192,4.27,5.557,-142.354,-3.70E+28
2232510,79.6441269,10.8744367,166.9753993,4.265,5.559,-142.36,-3.70E+28
2232518,79.6643526,10.8759742,166.978196,4.266,5.564,-142.359,-3.70E+28
2232526,79.636121,10.8734646,166.9747265,4.263,5.561,-142.351,-3.70E+28
2232534,79.6110616,10.8759802,166.9659765,4.266,5.552,-142.341,-3.70E+28
2232542,79.5839264,10.8761389,166.9595632,4.263,5.546,-142.339,-3.70E+28
2232550,79.5568143,10.8762961,166.9531534,4.26,5.541,-142.337,-3.70E+28
2232558,79.5535333,10.8696798,166.9603164,4.249,5.551,-142.338,-3.70E+28
2232566,79.5079338,10.8690475,166.9506068,4.245,5.54,-142.333,-3.70E+28
2232574,79.5859872,10.8722024,166.9647433,4.25,5.561,-142.326,-3.70E+28
2232582,79.5078214,10.8669182,166.9531307,4.24,5.547,-142.319,-3.70E+28
2232590,79.5080399,10.8697016,166.949848,4.242,5.548,-142.31,-3.70E+28
2232598,79.3720761,10.8670648,166.9217459,4.238,5.516,-142.296,-3.70E+28
2232606,79.1818589,10.8680283,166.8767059,4.236,5.465,-142.286,-3.70E+28
2232614,78.9484177,10.8629057,166.8288079,4.227,5.412,-142.271,-3.70E+28
2232622,78.6810357,10.8654192,166.763505,4.229,5.341,-142.248,-3.70E+28
2232630,78.4135605,10.8676372,166.6981649,4.231,5.27,-142.225,-3.70E+28
2232638,77.7910192,10.8513186,166.5711214,4.206,5.127,-142.2,-3.70E+28
2232646,77.3353723,10.8551401,166.4575778,4.211,5.004,-142.167,-3.70E+28
2232654,76.7772014,10.8508492,166.328199,4.203,4.865,-142.135,-3.70E+28
2232662,76.0751552,10.8416634,166.16812,4.19,4.689,-142.102,-3.70E+28
2232670,75.3831856,10.8364641,166.0030717,4.184,4.509,-142.061,-3.70E+28
2232678,71.3796827,10.8005513,165.0053067,4.138,3.461,-141.845,-3.70E+28
2232686,70.4885131,10.7789589,164.7896911,4.098,3.238,-141.835,-3.70E+28
2232694,70.0099799,10.7717224,164.6659602,4.067,3.111,-141.793,-3.70E+28
2232702,69.6928668,10.770666,164.5778831,4.067,3.014,-141.719,-3.70E+28
2232710,71.7375364,10.7975008,165.1067815,4.12,3.557,-141.869,-3.70E+28
2232718,71.1966006,10.7920196,164.9670312,4.115,3.408,-141.834,-3.70E+28
2232726,70.714287,10.78773,164.8401096,4.11,3.273,-141.809,-3.70E+28
2232734,70.2767491,10.7801363,164.7289387,4.098,3.154,-141.796,-3.70E+28
2232742,69.9369998,10.7784766,164.6358363,4.096,3.055,-141.777,-3.70E+28
2232750,69.6368869,10.7704922,164.5622467,4.084,2.977,-141.769,-3.70E+28
2232758,69.4720067,10.7689551,164.5175328,4.081,2.928,-141.766,-3.70E+28
2232766,69.4726997,10.7734632,164.5112899,4.093,2.926,-141.748,-3.70E+28
2232774,69.388888,10.7634528,164.5016889,4.082,2.915,-141.754,-3.70E+28
2232782,69.2907334,10.7675462,164.4677664,4.083,2.878,-141.752,-3.70E+28
2232790,69.1958013,10.7714579,164.4349414,4.077,2.849,-141.763,-3.70E+28
2232798,68.9319699,10.7659396,164.366923,4.067,2.775,-141.74,-3.70E+28
2232806,68.6730684,10.7646694,164.2937582,4.067,2.7,-141.716,-3.70E+28
2232814,68.3223298,10.7645321,164.1915854,4.064,2.594,-141.688,-3.70E+28
2232822,67.9050213,10.7591821,164.0764698,4.049,2.473,-141.666,-3.70E+28
2232830,67.4582908,10.7519068,163.954223,4.032,2.346,-141.638,-3.70E+28
2232838,67.0395819,10.7535361,163.8258134,4.031,2.212,-141.598,-3.70E+28
2232846,66.5663591,10.7460669,163.6930256,4.019,2.071,-141.57,-3.70E+28
2232854,66.0929449,10.7413132,163.5544786,4.008,1.926,-141.534,-3.70E+28
2232862,65.6650478,10.7315733,163.4361393,4.003,1.798,-141.492,-3.70E+28
2232870,65.2576424,10.7259151,163.3167112,3.998,1.671,-141.466,-3.70E+28
2232878,64.9555759,10.7251713,163.2219986,3.993,1.574,-141.455,-3.70E+28
2232886,64.7079662,10.7246973,163.1435827,3.989,1.494,-141.435,-3.70E+28
2232894,64.4654432,10.715809,163.079461,3.977,1.427,-141.424,-3.70E+28
2232902,64.2678228,10.7145903,163.0174634,3.977,1.362,-141.412,-3.70E+28
2232910,63.9833483,10.7125286,162.9281286,3.974,1.267,-141.395,-3.70E+28
2232918,63.6706584,10.7083317,162.8322132,3.968,1.165,-141.373,-3.70E+28
2232926,63.3763466,10.705387,162.7395989,3.962,1.07,-141.353,-3.70E+28
2232934,63.0417739,10.7018357,162.6337484,3.954,0.96,-141.336,-3.70E+28
2232942,62.6149368,10.6969231,162.4979282,3.938,0.817,-141.309,-3.70E+28
2232950,62.2259684,10.6887736,162.378771,3.923,0.691,-141.279,-3.70E+28
2232958,60.5945748,10.6550957,161.8642215,3.878,0.15,-141.056,-3.70E+28
2232966,61.5733241,10.6745079,162.176987,3.907,0.477,-141.207,-3.70E+28
2232974,61.3200657,10.6754137,162.0870208,3.906,0.383,-141.184,-3.70E+28
2232982,61.0603074,10.6738476,161.9982287,3.903,0.286,-141.156,-3.70E+28
2232990,60.8594938,10.6695603,161.9342891,3.9,0.213,-141.132,-3.70E+28
2232998,60.7450869,10.6676209,161.896858,3.899,0.172,-141.119,-3.70E+28
2233006,60.630621,10.6656085,161.8594086,3.897,0.131,-141.107,-3.70E+28
2233014,60.5718717,10.663758,161.8415181,3.893,0.103,-141.103,-3.70E+28
2233022,60.5553341,10.6589099,161.8437669,3.897,0.097,-141.093,-3.70E+28
2233030,60.6127465,10.6647021,161.8545463,3.905,0.11,-141.106,-3.70E+28
2233038,60.6072348,10.6760528,161.8334728,3.908,0.089,-141.114,-3.70E+28
2233046,59.7034928,10.6328592,161.5797598,3.841,-0.17,-140.911,-3.70E+28
2233054,58.5915719,10.6489487,161.1379182,3.867,-0.65,-140.76,-3.70E+28
2233062,57.0346672,10.6212876,160.5839186,3.84,-1.205,-140.752,-3.70E+28
2233070,55.9716275,10.6065272,160.1828576,3.821,-1.623,-140.656,-3.70E+28
2233078,55.2335132,10.5896466,159.9089051,3.767,-1.913,-140.529,-3.70E+28
2233086,55.0108113,10.5807458,159.8321576,3.757,-2.001,-140.472,-3.70E+28
2233094,54.9661754,10.5840175,159.8072114,3.78,-2.049,-140.503,-3.70E+28
2233102,55.0983839,10.6004042,159.8321141,3.826,-2.047,-140.54,-3.70E+28
2233110,55.1074871,10.5979684,159.8405047,3.825,-2.031,-140.587,-3.70E+28
2233118,55.8562054,10.5987433,160.1499259,3.808,-1.703,-140.605,-3.70E+28
2233126,55.630824,10.6017211,160.0516031,3.822,-1.797,-140.573,-3.70E+28
2233134,55.2731223,10.5999022,159.9063032,3.81,-1.952,-140.551,-3.70E+28
2233142,55.0996292,10.5933103,159.8459328,3.8,-2.014,-140.53,-3.70E+28
2233150,55.0991121,10.5920933,159.8479966,3.809,-2.012,-140.514,-3.70E+28
2233158,55.0640579,10.5829997,159.8503189,3.808,-2.016,-140.505,-3.70E+28
2233166,55.0834807,10.5875886,159.8498743,3.807,-2.013,-140.516,-3.70E+28
2233174,55.0420841,10.5876961,159.8322699,3.798,-2.025,-140.515,-3.70E+28
2233182,54.9285849,10.588461,159.7829983,3.787,-2.072,-140.497,-3.70E+28
2233190,53.750155,10.5580527,159.3343245,3.716,-2.513,-140.262,-3.70E+28
2233198,53.1829192,10.5518621,159.0958041,3.706,-2.754,-140.215,-3.70E+28
2233206,52.5750273,10.5330039,158.8592879,3.688,-3.001,-140.164,-3.70E+28
2233214,52.0984607,10.5327193,158.6416631,3.681,-3.221,-140.115,-3.70E+28
2233222,51.88964,10.5294005,158.5515761,3.676,-3.312,-140.027,-3.70E+28
2233230,51.7461053,10.5105539,158.5225317,3.624,-3.353,-140.044,-3.70E+28
2233238,51.7941178,10.5264796,158.5129669,3.647,-3.376,-140.023,-3.70E+28
2233246,52.660715,10.5435362,158.8774035,3.686,-2.993,-140.171,-3.70E+28
2233254,52.3860532,10.537053,158.7651709,3.683,-3.116,-140.131,-3.70E+28
2233262,52.1696356,10.5333248,158.6732698,3.68,-3.215,-140.104,-3.70E+28
2233270,51.9872406,10.528225,158.5992059,3.674,-3.296,-140.084,-3.70E+28
2233278,51.8534422,10.5249513,158.5436527,3.67,-3.357,-140.068,-3.70E+28
2233286,51.8405584,10.5329517,158.5216336,3.673,-3.378,-140.071,-3.70E+28
2233294,51.8148212,10.5236453,158.5282945,3.665,-3.374,-140.066,-3.70E+28
2233302,51.8292672,10.5250639,158.532178,3.664,-3.368,-140.067,-3.70E+28
2233310,51.7991009,10.5232639,158.5217364,3.653,-3.374,-140.075,-3.70E+28
2233318,51.7455541,10.5255472,158.4921819,3.643,-3.399,-140.078,-3.70E+28
2233326,51.6068798,10.5227212,158.4329704,3.634,-3.458,-140.058,-3.70E+28
2233334,51.4297137,10.5211908,158.3527157,3.627,-3.539,-140.028,-3.70E+28
2233342,51.201308,10.5178276,158.251347,3.616,-3.639,-139.999,-3.70E+28
2233350,49.2648282,10.4694986,157.4006512,3.553,-4.495,-139.691,-3.70E+28
2233358,48.7656071,10.4678875,157.1485987,3.546,-4.76,-139.571,-3.70E+28
2233366,48.2283962,10.4305938,156.9490678,3.497,-4.964,-139.525,-3.70E+28
2233374,48.0201842,10.4534162,156.7897548,3.519,-5.137,-139.428,-3.70E+28
2233382,47.8640314,10.4498457,156.71451,3.539,-5.226,-139.398,-3.70E+28
2233390,47.8997855,10.4647618,156.7010738,3.568,-5.268,-139.442,-3.70E+28
2233398,47.901201,10.4370357,156.7622094,3.591,-5.211,-139.405,-3.70E+28
2233406,48.4706595,10.4668881,156.997609,3.565,-4.945,-139.527,-3.70E+28
2233414,48.3083587,10.4621475,156.922868,3.557,-5.02,-139.516,-3.70E+28
2233422,48.0885251,10.4541334,156.8243845,3.553,-5.131,-139.473,-3.70E+28
2233430,47.9821133,10.4568754,156.7620371,3.556,-5.199,-139.447,-3.70E+28
2233438,47.9125167,10.4511792,156.7374301,3.554,-5.223,-139.428,-3.70E+28
2233446,47.8686214,10.4501305,156.7163361,3.551,-5.245,-139.422,-3.70E+28
2233454,47.8144604,10.4520284,156.6832977,3.547,-5.278,-139.411,-3.70E+28
2233462,46.7453072,10.4209766,156.1698514,3.468,-5.787,-139.171,-3.70E+28
2233470,45.637031,10.3879189,155.6173619,3.429,-6.364,-139.062,-3.70E+28
2233478,44.8519111,10.3718652,155.1942984,3.44,-6.779,-138.841,-3.70E+28
2233486,44.5679041,10.3613683,155.0490069,3.416,-6.928,-138.754,-3.70E+28
2233494,44.5144355,10.3506871,155.0419142,3.404,-6.946,-138.751,-3.70E+28
2233502,44.5865058,10.3742316,155.0300286,3.427,-6.979,-138.798,-3.70E+28
2233510,44.6270269,10.3734518,155.0562027,3.466,-6.958,-138.742,-3.70E+28
2233518,44.5876322,10.3767986,155.0246883,3.458,-6.982,-138.763,-3.70E+28
2233526,44.6144173,10.378292,155.0372914,3.457,-6.983,-138.785,-3.70E+28
2233534,44.8117964,10.3743579,155.1646024,3.439,-6.845,-138.835,-3.70E+28
2233542,44.6436936,10.3726911,155.0679859,3.437,-6.942,-138.802,-3.70E+28
2233550,44.5467257,10.3638067,155.0305487,3.429,-6.973,-138.775,-3.70E+28
2233558,44.5474854,10.3649571,155.0283063,3.43,-6.971,-138.758,-3.70E+28
2233566,44.5255893,10.3621734,155.0216583,3.417,-6.974,-138.756,-3.70E+28
2233574,44.4478856,10.3611279,154.9772511,3.402,-7.02,-138.753,-3.70E+28
2233582,44.3162633,10.3499169,154.9239813,3.383,-7.068,-138.727,-3.70E+28
2233590,44.2141851,10.3537917,154.8527651,3.378,-7.133,-138.701,-3.70E+28
2233598,43.0792619,10.3324163,154.1967158,3.328,-7.766,-138.394,-3.70E+28
2233606,42.5317536,10.2950795,153.9355394,3.285,-8.056,-138.299,-3.70E+28
2233614,41.9912662,10.2938273,153.5832979,3.27,-8.416,-138.192,-3.70E+28
2233622,41.7687697,10.2917764,153.4397635,3.311,-8.58,-138.074,-3.70E+28
2233630,41.7996504,10.3087051,153.4181444,3.346,-8.622,-138.045,-3.70E+28
2233638,41.7094246,10.2776208,153.4353561,3.319,-8.596,-138.087,-3.70E+28
2233646,41.7140463,10.284551,153.421094,3.312,-8.614,-138.09,-3.70E+28
2233654,41.7374246,10.2880475,153.4280481,3.322,-8.609,-138.098,-3.70E+28
2233662,42.0558293,10.3015842,153.6068909,3.315,-8.418,-138.176,-3.70E+28
2233670,41.9367044,10.2960889,153.5413343,3.313,-8.485,-138.152,-3.70E+28
2233678,41.8008346,10.291121,153.4629112,3.314,-8.571,-138.115,-3.70E+28
2233686,41.7423283,10.2845868,153.4400098,3.312,-8.589,-138.097,-3.70E+28
2233694,41.7398147,10.283138,153.4419503,3.315,-8.582,-138.094,-3.70E+28
2233702,41.7369172,10.2816366,153.4437648,3.309,-8.58,-138.109,-3.70E+28
2233710,41.7452273,10.2838095,153.4439032,3.306,-8.573,-138.12,-3.70E+28
2233718,41.7396491,10.2853497,153.4362997,3.302,-8.575,-138.119,-3.70E+28
2233726,41.7054313,10.2848897,153.4144511,3.296,-8.594,-138.117,-3.70E+28
2233734,41.6394371,10.2806508,153.380637,3.287,-8.624,-138.107,-3.70E+28
2233742,41.5505136,10.280575,153.3207474,3.279,-8.684,-138.09,-3.70E+28
2233750,41.4421796,10.2809659,153.2462547,3.274,-8.757,-138.06,-3.70E+28
2233758,40.2486215,10.2438569,152.5092222,3.249,-9.496,-137.659,-3.70E+28
2233766,39.6991915,10.2238865,152.1643482,3.215,-9.832,-137.557,-3.70E+28
2233774,39.3049966,10.2058711,151.9214508,3.213,-10.072,-137.374,-3.70E+28
2233782,39.0423755,10.1948619,151.754569,3.178,-10.245,-137.28,-3.70E+28
2233790,38.9928347,10.2006647,151.7017723,3.182,-10.308,-137.282,-3.70E+28
2233798,39.0297479,10.2079895,151.7099703,3.198,-10.317,-137.37,-3.70E+28
2233806,39.0640501,10.2093579,151.7321098,3.216,-10.292,-137.323,-3.70E+28
2233814,38.9801577,10.1906055,151.7191552,3.183,-10.306,-137.356,-3.70E+28
2233822,39.3154042,10.213396,151.9091988,3.203,-10.117,-137.426,-3.70E+28
2233830,39.1699072,10.2050529,151.8229433,3.195,-10.202,-137.391,-3.70E+28
2233838,39.1041175,10.2120137,151.755104,3.199,-10.269,-137.362,-3.70E+28
2233846,39.0449996,10.2040927,151.731862,3.197,-10.288,-137.332,-3.70E+28
2233854,39.0248835,10.1988884,151.7306514,3.194,-10.286,-137.326,-3.70E+28
2233862,39.0234825,10.2049006,151.7135162,3.19,-10.301,-137.337,-3.70E+28
2233870,38.9807799,10.203169,151.6859821,3.179,-10.325,-137.331,-3.70E+28
2233878,38.8881989,10.1929022,151.643582,3.167,-10.363,-137.3,-3.70E+28
2233886,38.794565,10.1921191,151.574698,3.159,-10.431,-137.281,-3.70E+28
2233894,38.6757334,10.186392,151.4996179,3.144,-10.502,-137.253,-3.70E+28
2233902,37.8466952,10.1618786,150.9217004,3.096,-11.051,-136.975,-3.70E+28
2233910,37.5691978,10.1325287,150.78186,3.067,-11.184,-136.864,-3.70E+28
2233918,37.4415995,10.1287451,150.6899262,3.067,-11.285,-136.817,-3.70E+28
2233926,37.482386,10.1515639,150.6592896,3.091,-11.312,-136.816,-3.70E+28
2233934,37.9177366,10.1585508,150.9870302,3.091,-10.998,-137.007,-3.70E+28
2233942,37.7824593,10.1510199,150.9007024,3.093,-11.086,-136.95,-3.70E+28
2233950,37.6752987,10.1488663,150.8213819,3.097,-11.169,-136.909,-3.70E+28
2233958,37.5980214,10.1516339,150.7519532,3.098,-11.243,-136.889,-3.70E+28
2233966,37.5395625,10.1460728,150.7205121,3.096,-11.274,-136.861,-3.70E+28
2233974,37.489267,10.1431479,150.6882241,3.099,-11.31,-136.841,-3.70E+28
2233982,37.4647816,10.1415118,150.6730676,3.103,-11.328,-136.828,-3.70E+28
2233990,37.4658886,10.1433399,150.6688741,3.108,-11.335,-136.832,-3.70E+28
2233998,37.4650022,10.1400627,150.6772763,3.097,-11.322,-136.839,-3.70E+28
2234006,37.4385982,10.1366443,150.66552,3.088,-11.331,-136.828,-3.70E+28
2234014,37.3929881,10.1348219,150.6338023,3.081,-11.361,-136.819,-3.70E+28
2234022,37.3154133,10.1322037,150.5783532,3.069,-11.412,-136.804,-3.70E+28
2234030,37.2261628,10.1347547,150.4987353,3.059,-11.489,-136.783,-3.70E+28
2234038,36.3056053,10.0937357,149.8499578,2.989,-12.095,-136.455,-3.70E+28
2234046,35.9580179,10.0721539,149.6149674,2.968,-12.32,-136.327,-3.70E+28
2234054,35.7405279,10.0722245,149.4263976,2.973,-12.511,-136.228,-3.70E+28
2234062,35.6652624,10.0749765,149.3527142,2.992,-12.612,-136.174,-3.70E+28
2234070,35.6737764,10.0730857,149.3656647,2.989,-12.613,-136.215,-3.70E+28
2234078,35.7150445,10.0794973,149.3830277,3.015,-12.592,-136.204,-3.70E+28
2234086,35.708974,10.0752706,149.390033,3.021,-12.585,-136.197,-3.70E+28
2234094,35.9465407,10.0897956,149.5540455,3,-12.416,-136.323,-3.70E+28
2234102,35.8429092,10.0815029,149.4884106,2.997,-12.481,-136.279,-3.70E+28
2234110,35.7589126,10.0754094,149.4331413,2.999,-12.537,-136.236,-3.70E+28
2234118,35.7094052,10.0726949,149.3979059,3,-12.571,-136.212,-3.70E+28
2234126,35.6859184,10.0730801,149.3762872,2.995,-12.59,-136.209,-3.70E+28
2234134,35.6533228,10.0707007,149.3547359,2.989,-12.611,-136.193,-3.70E+28
2234142,35.0525833,10.0271455,148.9503577,2.923,-12.986,-135.918,-3.70E+28
2234150,34.563512,10.0321052,148.4907244,2.939,-13.439,-135.734,-3.70E+28
2234158,33.9710693,9.9761464,148.107072,2.889,-13.78,-135.52,-3.70E+28
2234166,33.7368646,9.9929961,147.8325564,2.889,-14.056,-135.318,-3.70E+28
