Frame,Rz,Ry,Rx,Tx,Ty,Tz,Tz
2284278,14.9836675,8.2745258,122.3747346,0.661,-33.851,-116.736,-3.70E+28
2284286,14.8779593,8.2164399,122.3702974,0.563,-33.812,-116.736,-3.70E+28
2284294,14.6922498,8.1437206,122.1871362,0.55,-33.885,-116.407,-3.70E+28
2284302,14.7028172,8.233657,121.6866302,0.677,-34.239,-115.777,-3.70E+28
2284310,14.4155344,8.1578951,121.1649138,0.523,-34.574,-115.84,-3.70E+28
2284318,14.3274456,8.1479323,120.9210327,0.509,-34.665,-115.435,-3.70E+28
2284326,14.2465174,8.1028527,120.9133168,0.573,-34.633,-115.24,-3.70E+28
2284334,14.2760366,8.1243001,120.8857436,0.611,-34.668,-115.299,-3.70E+28
2284342,14.3437221,8.1608871,120.8990713,0.593,-34.704,-115.405,-3.70E+28
2284350,14.2977469,8.1279342,120.9391648,0.519,-34.683,-115.463,-3.70E+28
2284358,14.2897389,8.1238195,120.9363128,0.526,-34.667,-115.423,-3.70E+28
2284366,14.2837976,8.1238559,120.9154389,0.587,-34.652,-115.317,-3.70E+28
2284374,14.3035498,8.1203375,121.0053988,0.546,-34.631,-115.466,-3.70E+28
2284382,14.3254228,8.1443138,120.9359258,0.538,-34.665,-115.467,-3.70E+28
2284390,14.2016367,8.0841407,120.8706285,0.392,-34.647,-115.359,-3.70E+28
2284398,14.0284168,8.052322,120.4546439,0.436,-34.859,-114.613,-3.70E+28
2284406,13.9103344,8.0675982,119.9376992,0.469,-35.187,-114.439,-3.70E+28
2284414,13.7862309,8.0428096,119.6412385,0.485,-35.346,-114.18,-3.70E+28
2284422,13.7926095,8.0560435,119.5823385,0.387,-35.414,-114.239,-3.70E+28
2284430,13.7545544,8.0320068,119.5927166,0.377,-35.39,-114.184,-3.70E+28
2284438,13.7335604,8.0233551,119.5697472,0.443,-35.377,-114.072,-3.70E+28
2284446,13.7666124,8.0464869,119.5467525,0.477,-35.404,-114.072,-3.70E+28
2284454,13.7836193,8.0538479,119.5631592,0.444,-35.415,-114.145,-3.70E+28
2284462,13.76164,8.0356584,119.5959035,0.405,-35.402,-114.194,-3.70E+28
2284470,13.776189,8.0287382,119.6920754,0.407,-35.341,-114.249,-3.70E+28
2284478,13.7728107,8.0393404,119.6138203,0.404,-35.376,-114.205,-3.70E+28
2284486,13.5997115,7.9723726,119.3955733,0.293,-35.414,-113.858,-3.70E+28
2284494,13.4498673,7.957392,118.9304708,0.331,-35.683,-113.24,-3.70E+28
2284502,13.3003545,7.949894,118.4109253,0.247,-36.003,-113.255,-3.70E+28
2284510,13.1862399,7.9393334,118.0393456,0.269,-36.155,-112.795,-3.70E+28
2284518,13.1432624,7.9172844,118.0138775,0.282,-36.179,-112.628,-3.70E+28
2284526,13.1289305,7.9125485,117.9885638,0.279,-36.196,-112.628,-3.70E+28
2284534,13.1409645,7.921192,117.9799113,0.299,-36.205,-112.61,-3.70E+28
2284542,13.1550917,7.9265808,118.0002359,0.288,-36.211,-112.682,-3.70E+28
2284550,13.1776069,7.9387158,118.009875,0.265,-36.222,-112.739,-3.70E+28
2284558,13.1593118,7.927099,118.0132869,0.26,-36.205,-112.706,-3.70E+28
2284566,13.1647317,7.9134695,118.1215687,0.254,-36.147,-112.801,-3.70E+28
2284574,13.1691216,7.9288348,118.0402006,0.258,-36.18,-112.759,-3.70E+28
2284582,12.9918693,7.8458089,117.8828324,0.179,-36.178,-112.492,-3.70E+28
2284590,12.8996513,7.849065,117.4972229,0.155,-36.409,-112.015,-3.70E+28
2284598,12.8628555,7.8911894,117.0771312,0.148,-36.673,-111.867,-3.70E+28
2284606,12.7506901,7.8571625,116.8474921,0.183,-36.768,-111.532,-3.70E+28
2284614,12.6876586,7.8305433,116.766064,0.136,-36.804,-111.435,-3.70E+28
2284622,12.647206,7.8073454,116.7536077,0.159,-36.793,-111.383,-3.70E+28
2284630,12.690633,7.834124,116.7546938,0.2,-36.811,-111.433,-3.70E+28
2284638,12.7286327,7.8559688,116.7660119,0.176,-36.833,-111.522,-3.70E+28
2284646,12.7066379,7.8396787,116.7833274,0.13,-36.82,-111.547,-3.70E+28
2284654,12.7545879,7.841759,116.9638176,0.12,-36.727,-111.718,-3.70E+28
2284662,12.720425,7.8361262,116.8624811,0.139,-36.774,-111.595,-3.70E+28
2284670,12.7128848,7.8413228,116.7979144,0.157,-36.8,-111.519,-3.70E+28
2284678,12.7027354,7.8391934,116.7706617,0.148,-36.806,-111.489,-3.70E+28
2284686,12.5687539,7.7805446,116.6090523,0.049,-36.823,-111.194,-3.70E+28
2284694,12.4527316,7.754154,116.3043631,0.05,-36.984,-110.716,-3.70E+28
2284702,12.3787829,7.7685479,115.8997863,0.121,-37.232,-110.28,-3.70E+28
2284710,12.2713682,7.7740824,115.4092849,0.056,-37.509,-110.318,-3.70E+28
2284718,12.1668477,7.7396406,115.1935226,0.102,-37.559,-109.875,-3.70E+28
2284726,12.1332606,7.7171226,115.2006438,0.064,-37.536,-109.889,-3.70E+28
2284734,12.1430226,7.7242703,115.1945101,0.074,-37.54,-109.908,-3.70E+28
2284742,12.170421,7.7406372,115.2021663,0.072,-37.556,-109.949,-3.70E+28
2284750,12.1685133,7.7373504,115.2160622,0.05,-37.546,-109.979,-3.70E+28
2284758,12.1681427,7.7375018,115.2134538,0.051,-37.541,-109.96,-3.70E+28
2284766,12.1145348,7.7028197,115.2164337,0.051,-37.515,-109.913,-3.70E+28
2284774,12.1584763,7.7201986,115.2883284,0.048,-37.513,-110.016,-3.70E+28
2284782,12.1706314,7.7371781,115.2263094,0.044,-37.536,-110.002,-3.70E+28
2284790,12.1487376,7.7246313,115.2166562,0.031,-37.523,-109.965,-3.70E+28
2284798,12.0054233,7.6482994,115.1132273,-0.111,-37.489,-109.825,-3.70E+28
2284806,11.9737813,7.6833934,114.7365153,-0.061,-37.7,-109.281,-3.70E+28
2284814,11.8957641,7.6925282,114.3311947,-0.03,-37.92,-108.963,-3.70E+28
2284822,11.7791583,7.6563862,114.059557,-0.091,-38.046,-108.912,-3.70E+28
2284830,11.7507158,7.6526774,113.9575657,-0.112,-38.091,-108.787,-3.70E+28
2284838,11.7165545,7.6322081,113.9447096,-0.052,-38.081,-108.674,-3.70E+28
2284846,11.7552573,7.6584761,113.9381613,-0.04,-38.103,-108.723,-3.70E+28
2284854,11.7734543,7.6678647,113.9553835,-0.066,-38.108,-108.771,-3.70E+28
2284862,11.7364386,7.6400864,113.9799351,-0.102,-38.08,-108.777,-3.70E+28
2284870,11.7315345,7.6388296,113.9665393,-0.077,-38.077,-108.733,-3.70E+28
2284878,11.7645073,7.6451709,114.0709041,-0.089,-38.043,-108.844,-3.70E+28
2284886,11.7522892,7.6473275,114.0013439,-0.083,-38.07,-108.786,-3.70E+28
2284894,11.7462582,7.6480582,113.9692676,-0.088,-38.078,-108.765,-3.70E+28
2284902,11.6754598,7.6021318,113.966809,-0.195,-38.016,-108.845,-3.70E+28
2284910,11.6248508,7.6145562,113.651665,-0.175,-38.166,-108.392,-3.70E+28
2284918,11.5552037,7.6574119,113.0372672,-0.152,-38.489,-107.812,-3.70E+28
2284926,11.2709757,7.5273428,112.6207102,-0.22,-38.613,-107.423,-3.70E+28
2284934,11.2141523,7.5328968,112.3122079,-0.245,-38.738,-107.086,-3.70E+28
2284942,11.2110359,7.5293584,112.3223567,-0.204,-38.744,-107.102,-3.70E+28
2284950,11.2485706,7.5536368,112.3295274,-0.2,-38.763,-107.146,-3.70E+28
2284958,11.2491571,7.5507437,112.352668,-0.241,-38.758,-107.211,-3.70E+28
2284966,11.2293392,7.5380675,112.347923,-0.247,-38.747,-107.168,-3.70E+28
2284974,11.2158729,7.5311089,112.3330091,-0.218,-38.749,-107.122,-3.70E+28
2284982,11.2315986,7.5436019,112.3196449,-0.195,-38.763,-107.106,-3.70E+28
2284990,11.2431011,7.5364671,112.4245081,-0.242,-38.718,-107.246,-3.70E+28
2284998,11.2383375,7.5421782,112.3616683,-0.255,-38.737,-107.207,-3.70E+28
2285006,11.1130776,7.4752693,112.2374487,-0.379,-38.709,-106.938,-3.70E+28
2285014,11.0045364,7.4577405,111.8379653,-0.309,-38.874,-106.287,-3.70E+28
2285022,11.0009577,7.5309441,111.2985693,-0.355,-39.171,-106.286,-3.70E+28
2285030,10.8005891,7.4296377,111.0361672,-0.321,-39.223,-105.77,-3.70E+28
2285038,10.820537,7.4476887,111.005294,-0.39,-39.259,-105.837,-3.70E+28
2285046,10.8012944,7.4372031,110.9850913,-0.344,-39.263,-105.76,-3.70E+28
2285054,10.8437503,7.4670135,110.9816028,-0.304,-39.272,-105.773,-3.70E+28
2285062,10.8524112,7.4703614,111.00052,-0.328,-39.275,-105.829,-3.70E+28
2285070,10.8460351,7.4639911,111.014657,-0.36,-39.268,-105.852,-3.70E+28
2285078,10.8207482,7.4477463,111.005929,-0.355,-39.262,-105.82,-3.70E+28
2285086,10.8054002,7.4387745,110.9942099,-0.342,-39.263,-105.792,-3.70E+28
2285094,10.8494649,7.4646981,111.0265884,-0.354,-39.258,-105.876,-3.70E+28
2285102,10.8274925,7.4524488,111.0055989,-0.359,-39.255,-105.827,-3.70E+28
2285110,10.8245046,7.449927,111.008902,-0.365,-39.246,-105.825,-3.70E+28
2285118,10.7148586,7.3900785,110.8937101,-0.476,-39.215,-105.678,-3.70E+28
2285126,10.6620396,7.4045068,110.5224968,-0.433,-39.387,-105.192,-3.70E+28
2285134,10.6041675,7.4184861,110.126763,-0.474,-39.572,-104.993,-3.70E+28
2285142,10.5108693,7.3847617,109.8942778,-0.464,-39.657,-104.705,-3.70E+28
2285150,10.4662629,7.3644557,109.8126018,-0.478,-39.684,-104.607,-3.70E+28
2285158,10.4781324,7.3754063,109.7937239,-0.441,-39.694,-104.579,-3.70E+28
2285166,10.5012201,7.3910206,109.7987175,-0.437,-39.702,-104.614,-3.70E+28
2285174,10.5106631,7.3957561,109.8128195,-0.452,-39.709,-104.651,-3.70E+28
2285182,10.4910496,7.3802973,109.824674,-0.468,-39.695,-104.65,-3.70E+28
2285190,10.488178,7.3796934,109.8142585,-0.453,-39.696,-104.626,-3.70E+28
2285198,10.5009496,7.374923,109.9151463,-0.481,-39.653,-104.739,-3.70E+28
2285206,10.4893744,7.3760443,109.8471723,-0.475,-39.676,-104.675,-3.70E+28
2285214,10.4416942,7.3469855,109.8135896,-0.548,-39.632,-104.698,-3.70E+28
2285222,10.4169703,7.3629511,109.5675738,-0.57,-39.741,-104.295,-3.70E+28
2285230,10.3407312,7.3819027,109.0287756,-0.529,-39.968,-103.642,-3.70E+28
2285238,10.05142,7.2342618,108.5802871,-0.566,-40.063,-103.283,-3.70E+28
2285246,9.9961687,7.2433222,108.2108445,-0.578,-40.203,-102.888,-3.70E+28
2285254,10.0775104,7.2994109,108.2332416,-0.558,-40.23,-103.032,-3.70E+28
2285262,10.1024984,7.3118618,108.2757071,-0.588,-40.226,-103.123,-3.70E+28
2285270,10.0723616,7.2885939,108.2862002,-0.603,-40.21,-103.106,-3.70E+28
2285278,10.0514785,7.277244,108.2577166,-0.575,-40.207,-103.012,-3.70E+28
2285286,10.05498,7.282613,108.236527,-0.545,-40.216,-102.975,-3.70E+28
2285294,10.0790815,7.2979642,108.2525832,-0.558,-40.218,-103.026,-3.70E+28
2285302,10.0453762,7.2716713,108.2662981,-0.587,-40.185,-102.995,-3.70E+28
2285310,10.0736312,7.2897078,108.2847568,-0.609,-40.196,-103.11,-3.70E+28
2285318,9.9806462,7.2460944,108.1049201,-0.688,-40.188,-102.771,-3.70E+28
2285326,9.8845977,7.2451502,107.581994,-0.644,-40.41,-102.024,-3.70E+28
2285334,9.7589284,7.2067272,107.1704362,-0.715,-40.539,-102.036,-3.70E+28
2285342,9.6940407,7.2197698,106.7036521,-0.676,-40.688,-101.449,-3.70E+28
2285350,9.6443691,7.1991452,106.5777625,-0.695,-40.728,-101.3,-3.70E+28
2285358,9.6425687,7.1969885,106.5839581,-0.707,-40.728,-101.331,-3.70E+28
2285366,9.6430701,7.1985492,106.5748885,-0.706,-40.73,-101.325,-3.70E+28
2285374,9.6490262,7.2031728,106.5736048,-0.688,-40.724,-101.315,-3.70E+28
2285382,9.6644358,7.2141308,106.5779529,-0.687,-40.726,-101.346,-3.70E+28
2285390,9.6657239,7.2152579,106.5767041,-0.7,-40.731,-101.352,-3.70E+28
2285398,9.6672105,7.2168394,106.5731231,-0.703,-40.729,-101.343,-3.70E+28
2285406,9.6676008,7.2079323,106.6433361,-0.72,-40.703,-101.437,-3.70E+28
2285414,9.6606505,7.2095147,106.5915792,-0.716,-40.712,-101.377,-3.70E+28
2285422,9.6621953,7.2322659,106.4268631,-0.774,-40.721,-101.243,-3.70E+28
2285430,9.5252139,7.1935715,105.9334637,-0.763,-40.888,-100.521,-3.70E+28
2285438,9.3528438,7.1204826,105.4863804,-0.801,-40.998,-100.277,-3.70E+28
2285446,9.2706142,7.1077888,105.0950367,-0.785,-41.107,-99.753,-3.70E+28
2285454,9.3383448,7.1572655,105.1147696,-0.785,-41.121,-99.879,-3.70E+28
2285462,9.3348683,7.1539135,105.1200614,-0.804,-41.129,-99.876,-3.70E+28
2285470,9.3153591,7.1400117,105.1116977,-0.819,-41.125,-99.847,-3.70E+28
2285478,9.308555,7.1381039,105.0859208,-0.793,-41.135,-99.781,-3.70E+28
2285486,9.3291297,7.1535796,105.0884824,-0.772,-41.142,-99.807,-3.70E+28
2285494,9.3482528,7.1665429,105.1018478,-0.789,-41.146,-99.861,-3.70E+28
2285502,9.3401839,7.1589273,105.1128357,-0.809,-41.139,-99.88,-3.70E+28
2285510,9.345959,7.1604507,105.135377,-0.811,-41.125,-99.922,-3.70E+28
2285518,9.3370319,7.1576168,105.1042353,-0.803,-41.128,-99.857,-3.70E+28
2285526,9.3388491,7.1587677,105.1061314,-0.823,-41.122,-99.866,-3.70E+28
2285534,9.2063701,7.0815996,104.9133262,-0.958,-41.088,-99.502,-3.70E+28
2285542,9.1633037,7.1090673,104.4372046,-0.891,-41.255,-98.935,-3.70E+28
2285550,9.0654815,7.0868824,104.0126276,-0.904,-41.381,-98.853,-3.70E+28
2285558,9.0244718,7.1045122,103.6207254,-0.912,-41.515,-98.333,-3.70E+28
2285566,8.9645672,7.0578277,103.6163832,-0.91,-41.497,-98.256,-3.70E+28
2285574,8.9586654,7.0562014,103.5924247,-0.904,-41.5,-98.21,-3.70E+28
2285582,8.9777241,7.0704761,103.5984259,-0.888,-41.505,-98.246,-3.70E+28
2285590,9.0058767,7.0903003,103.6171816,-0.893,-41.508,-98.307,-3.70E+28
2285598,9.0086456,7.0912282,103.627064,-0.918,-41.508,-98.341,-3.70E+28
2285606,8.9896004,7.0771751,103.6194758,-0.923,-41.497,-98.297,-3.70E+28
2285614,8.9312492,7.035638,103.5839807,-0.924,-41.481,-98.128,-3.70E+28
2285622,9.0045255,7.0855259,103.6463949,-0.936,-41.486,-98.366,-3.70E+28
2285630,8.9950735,7.0897184,103.5546405,-0.998,-41.457,-98.285,-3.70E+28
2285638,8.88879,7.0499732,103.2035638,-1.038,-41.56,-97.71,-3.70E+28
2285646,8.7682578,7.0176981,102.6950496,-1.084,-41.69,-97.263,-3.70E+28
2285654,8.6189187,6.9492665,102.2799098,-1.018,-41.758,-96.759,-3.70E+28
2285662,8.6655254,7.0100934,102.093803,-1.039,-41.823,-96.7,-3.70E+28
2285670,8.6692516,7.0132836,102.092426,-1.031,-41.847,-96.7,-3.70E+28
2285678,8.6448327,6.9934679,102.092709,-1.042,-41.838,-96.671,-3.70E+28
2285686,8.632944,6.9847396,102.0854557,-1.025,-41.836,-96.652,-3.70E+28
2285694,8.6576548,7.0048487,102.0847358,-1.009,-41.846,-96.678,-3.70E+28
2285702,8.6677935,7.0119739,102.093456,-1.016,-41.847,-96.705,-3.70E+28
2285710,8.655023,7.0007077,102.1008496,-1.032,-41.839,-96.701,-3.70E+28
2285718,8.653106,6.9907818,102.1680696,-1.047,-41.808,-96.761,-3.70E+28
2285726,8.6552906,6.9993096,102.1138052,-1.068,-41.784,-96.758,-3.70E+28
2285734,8.5926651,6.9715904,101.9282402,-1.126,-41.817,-96.367,-3.70E+28
2285742,8.5197906,6.9432404,101.6778751,-1.121,-41.877,-95.969,-3.70E+28
2285750,8.517307,6.9896565,101.2864092,-1.073,-42.012,-95.669,-3.70E+28
2285758,8.4056453,6.924637,101.0685452,-1.078,-42.037,-95.615,-3.70E+28
2285766,8.4542566,6.9714558,101.0141317,-1.078,-42.073,-95.561,-3.70E+28
2285774,8.4177268,6.9420082,101.008365,-1.087,-42.06,-95.489,-3.70E+28
2285782,8.4167621,6.9401406,101.0170653,-1.072,-42.057,-95.5,-3.70E+28
2285790,8.4336129,6.9520337,101.0334234,-1.076,-42.054,-95.555,-3.70E+28
2285798,8.4385393,6.9553612,101.0394066,-1.08,-42.052,-95.568,-3.70E+28
2285806,8.4328989,6.9511289,101.0359824,-1.085,-42.051,-95.56,-3.70E+28
2285814,8.4146105,6.937055,101.0277054,-1.079,-42.04,-95.496,-3.70E+28
2285822,8.4228508,6.9400801,101.0583699,-1.087,-42.036,-95.554,-3.70E+28
2285830,8.4221316,6.9393583,101.0594138,-1.199,-41.978,-95.631,-3.70E+28
2285838,8.3249508,6.8923956,100.7871189,-1.232,-42.01,-95.112,-3.70E+28
2285846,8.2753798,6.9269727,100.1668376,-1.167,-42.201,-94.47,-3.70E+28
2285854,8.1192126,6.8502988,99.7176527,-1.143,-42.258,-94.111,-3.70E+28
2285862,8.1112267,6.8722123,99.4810119,-1.23,-42.309,-93.94,-3.70E+28
2285870,8.1033796,6.8679448,99.4613175,-1.219,-42.325,-93.877,-3.70E+28
2285878,8.103193,6.8663406,99.4732452,-1.188,-42.314,-93.884,-3.70E+28
2285886,8.1332055,6.8920629,99.4710524,-1.173,-42.324,-93.912,-3.70E+28
2285894,8.1330981,6.8920803,99.4701609,-1.181,-42.334,-93.913,-3.70E+28
2285902,8.1144728,6.8756457,99.4754039,-1.194,-42.325,-93.905,-3.70E+28
2285910,8.1160272,6.8774424,99.4714631,-1.183,-42.324,-93.894,-3.70E+28
2285918,8.1285547,6.8884099,99.4686524,-1.171,-42.327,-93.898,-3.70E+28
2285926,8.128577,6.8852795,99.494558,-1.194,-42.314,-93.946,-3.70E+28
2285934,8.1938025,6.9401006,99.4984835,-1.199,-42.302,-94.081,-3.70E+28
2285942,8.0842784,6.8723317,99.291279,-1.261,-42.315,-93.588,-3.70E+28
2285950,7.9613396,6.814096,98.904089,-1.249,-42.384,-92.976,-3.70E+28
2285958,7.9442763,6.8542483,98.4486089,-1.253,-42.496,-92.828,-3.70E+28
2285966,7.8513192,6.7947121,98.2749858,-1.233,-42.492,-92.588,-3.70E+28
2285974,7.9479845,6.8793971,98.2670407,-1.262,-42.524,-92.688,-3.70E+28
2285982,7.8659547,6.8082734,98.2675943,-1.268,-42.504,-92.571,-3.70E+28
2285990,7.8453871,6.7925629,98.249974,-1.259,-42.503,-92.52,-3.70E+28
2285998,7.8756359,6.818699,98.2505917,-1.229,-42.511,-92.565,-3.70E+28
2286006,7.9126551,6.8485282,98.2692396,-1.234,-42.513,-92.646,-3.70E+28
2286014,7.9095496,6.8438646,98.2856273,-1.277,-42.499,-92.676,-3.70E+28
2286022,7.82987,6.7788294,98.2523915,-1.304,-42.479,-92.472,-3.70E+28
2286030,7.8572285,6.8004927,98.2694486,-1.296,-42.459,-92.599,-3.70E+28
2286038,7.9058741,6.8417137,98.2770548,-1.331,-42.435,-92.739,-3.70E+28
2286046,7.8334794,6.8101784,98.0163025,-1.351,-42.477,-92.251,-3.70E+28
2286054,7.7753342,6.8245478,97.4720664,-1.349,-42.607,-91.697,-3.70E+28
2286062,7.5865406,6.7121058,97.0172209,-1.329,-42.63,-91.244,-3.70E+28
2286070,7.5784515,6.7407408,96.7136357,-1.359,-42.696,-90.95,-3.70E+28
2286078,7.6177793,6.7742538,96.7261719,-1.345,-42.701,-90.993,-3.70E+28
2286086,7.6025022,6.7587215,96.7425268,-1.367,-42.69,-91,-3.70E+28
2286094,7.5914763,6.7485502,96.7455953,-1.366,-42.683,-90.99,-3.70E+28
2286102,7.6017079,6.7597132,96.7281966,-1.348,-42.696,-90.972,-3.70E+28
2286110,7.6051668,6.7630706,96.7258376,-1.34,-42.703,-90.976,-3.70E+28
2286118,7.60315,6.7598974,96.7374685,-1.359,-42.694,-90.994,-3.70E+28
2286126,7.5746626,6.732999,96.750637,-1.371,-42.667,-90.966,-3.70E+28
2286134,7.6076672,6.7603873,96.7672295,-1.379,-42.67,-91.048,-3.70E+28
2286142,7.5658834,6.7485768,96.5526254,-1.427,-42.659,-90.716,-3.70E+28
2286150,7.4981791,6.7545176,95.9889749,-1.419,-42.771,-89.973,-3.70E+28
2286158,7.3551629,6.6811538,95.5120622,-1.429,-42.772,-89.708,-3.70E+28
2286166,7.3040953,6.6824353,95.102525,-1.483,-42.844,-89.256,-3.70E+28
2286174,7.3038674,6.6827395,95.0981356,-1.435,-42.84,-89.214,-3.70E+28
2286182,7.3131843,6.6915779,95.0954847,-1.447,-42.843,-89.227,-3.70E+28
2286190,7.3029631,6.6833346,95.0859565,-1.45,-42.852,-89.206,-3.70E+28
2286198,7.2976811,6.6784659,95.0862366,-1.446,-42.853,-89.197,-3.70E+28
2286206,7.3113681,6.6892829,95.1008927,-1.445,-42.845,-89.245,-3.70E+28
2286214,7.3153815,6.6925763,95.1041423,-1.449,-42.842,-89.251,-3.70E+28
2286222,7.3022859,6.6790954,95.1169417,-1.48,-42.817,-89.243,-3.70E+28
2286230,7.3188343,6.6914478,95.1407891,-1.474,-42.819,-89.302,-3.70E+28
2286238,7.305814,6.6843869,95.0992858,-1.466,-42.833,-89.235,-3.70E+28
2286246,7.3257243,6.7005103,95.1172215,-1.528,-42.79,-89.346,-3.70E+28
2286254,7.2243209,6.64348,94.80846,-1.527,-42.836,-88.787,-3.70E+28
2286262,7.1891745,6.6600761,94.3863856,-1.497,-42.902,-88.415,-3.70E+28
2286270,7.1028296,6.6136702,94.0945961,-1.518,-42.884,-88.101,-3.70E+28
2286278,7.1259747,6.653697,93.9353771,-1.565,-42.928,-87.985,-3.70E+28
2286286,7.0915233,6.622652,93.9255695,-1.531,-42.937,-87.899,-3.70E+28
2286294,7.0899596,6.621063,93.9266786,-1.525,-42.922,-87.896,-3.70E+28
2286302,7.1138853,6.6435602,93.9254149,-1.5,-42.933,-87.942,-3.70E+28
2286310,7.1310275,6.6593926,93.9269791,-1.501,-42.943,-87.968,-3.70E+28
2286318,7.1128794,6.6406897,93.9420703,-1.519,-42.93,-87.968,-3.70E+28
2286326,7.0995238,6.6289213,93.9359796,-1.526,-42.925,-87.941,-3.70E+28
2286334,7.0985257,6.6286533,93.9302385,-1.51,-42.924,-87.927,-3.70E+28
2286342,7.109251,6.6365938,93.9481751,-1.527,-42.919,-87.965,-3.70E+28
2286350,7.1084138,6.6376019,93.9327248,-1.522,-42.926,-87.948,-3.70E+28
2286358,7.1064873,6.6351148,93.9386616,-1.537,-42.914,-87.957,-3.70E+28
2286366,7.0700512,6.6165333,93.8047341,-1.606,-42.878,-87.739,-3.70E+28
2286374,7.0032229,6.5893834,93.4959485,-1.588,-42.9,-87.315,-3.70E+28
2286382,6.9848708,6.6240179,93.0449387,-1.578,-42.959,-87.004,-3.70E+28
2286390,6.8727032,6.5654893,92.6252582,-1.587,-42.964,-86.574,-3.70E+28
2286398,6.8311203,6.5533355,92.3833368,-1.643,-42.978,-86.251,-3.70E+28
2286406,6.8489948,6.5728551,92.3626572,-1.613,-42.992,-86.233,-3.70E+28
2286414,6.850997,6.5755843,92.3556125,-1.593,-42.998,-86.216,-3.70E+28
2286422,6.8591696,6.5823363,92.3651419,-1.589,-43,-86.248,-3.70E+28
2286430,6.8569557,6.5793815,92.3723782,-1.598,-43,-86.259,-3.70E+28
2286438,6.8585739,6.5800125,92.3804173,-1.603,-42.993,-86.28,-3.70E+28
2286446,6.8629227,6.5848017,92.3750473,-1.6,-42.999,-86.275,-3.70E+28
2286454,6.8550096,6.5774902,92.3725847,-1.591,-43.001,-86.252,-3.70E+28
2286462,6.8621598,6.58143,92.3980524,-1.61,-42.983,-86.3,-3.70E+28
2286470,6.8576649,6.5802994,92.3703094,-1.597,-42.999,-86.258,-3.70E+28
2286478,6.8560806,6.5786919,92.3710681,-1.594,-43,-86.254,-3.70E+28
2286486,6.8564607,6.5788187,92.3731436,-1.595,-43,-86.258,-3.70E+28
2286494,6.8559339,6.5779857,92.3759991,-1.598,-42.998,-86.262,-3.70E+28
2286502,6.8553116,6.5771005,92.3785115,-1.6,-42.996,-86.263,-3.70E+28
2286510,6.8580654,6.5795921,92.3798285,-1.602,-42.994,-86.265,-3.70E+28
2286518,6.858617,6.5800036,92.3808556,-1.604,-42.991,-86.261,-3.70E+28
2286526,6.857763,6.5778609,92.3923946,-1.631,-42.961,-86.226,-3.70E+28
2286534,6.8386115,6.5597249,92.3903201,-1.639,-42.957,-86.201,-3.70E+28
2286542,6.8403704,6.5611605,92.392522,-1.632,-42.954,-86.216,-3.70E+28
2286550,6.8551541,6.5751849,92.3939052,-1.63,-42.952,-86.227,-3.70E+28
2286558,6.8521583,6.5725467,92.3918476,-1.64,-42.948,-86.209,-3.70E+28
2286566,6.8403399,6.5620945,92.3840998,-1.654,-42.939,-86.168,-3.70E+28
2286574,6.8276394,6.5532868,92.3545145,-1.661,-42.938,-86.108,-3.70E+28
2286582,6.8330109,6.5603532,92.3378098,-1.664,-42.933,-86.108,-3.70E+28
2286590,6.8400823,6.5705209,92.3083125,-1.667,-42.937,-86.1,-3.70E+28
2286598,6.8307598,6.565981,92.2697039,-1.672,-42.934,-86.059,-3.70E+28
2286606,6.8081601,6.5522297,92.1998145,-1.663,-42.937,-85.961,-3.70E+28
2286614,6.7986566,6.5517642,92.1237255,-1.668,-42.938,-85.891,-3.70E+28
2286622,6.7943995,6.5552676,92.0571012,-1.668,-42.942,-85.837,-3.70E+28
2286630,6.7791474,6.5468695,92.0016816,-1.666,-42.936,-85.785,-3.70E+28
2286638,6.7718772,6.5484956,91.9258433,-1.662,-42.935,-85.71,-3.70E+28
2286646,6.7523932,6.5435161,91.8041149,-1.668,-42.951,-85.562,-3.70E+28
2286654,6.7374706,6.5394371,91.7129078,-1.666,-42.953,-85.455,-3.70E+28
2286662,6.724495,6.5356584,91.6354236,-1.667,-42.957,-85.384,-3.70E+28
2286670,6.7197251,6.539814,91.5582056,-1.662,-42.956,-85.311,-3.70E+28
2286678,6.6970258,6.5313818,91.4380126,-1.67,-42.964,-85.198,-3.70E+28
2286686,6.6748535,6.5189455,91.3570337,-1.677,-42.964,-85.109,-3.70E+28
2286694,6.6942962,6.5392278,91.3456934,-1.67,-42.969,-85.129,-3.70E+28
2286702,6.6865329,6.5323211,91.3397387,-1.673,-42.981,-85.095,-3.70E+28
2286710,6.6821495,6.5276757,91.342928,-1.668,-42.988,-85.094,-3.70E+28
2286718,6.6865357,6.5313554,91.3482493,-1.658,-42.998,-85.118,-3.70E+28
2286726,6.6939726,6.5386916,91.347625,-1.65,-43.005,-85.132,-3.70E+28
2286734,6.6941923,6.5390975,91.3459462,-1.645,-43.009,-85.131,-3.70E+28
2286742,6.6856692,6.5272852,91.3765933,-1.671,-42.978,-85.143,-3.70E+28
2286750,6.687766,6.5318577,91.3543977,-1.661,-42.99,-85.126,-3.70E+28
2286758,6.6893663,6.5344776,91.3451131,-1.654,-42.998,-85.118,-3.70E+28
2286766,6.6900806,6.5352511,91.3444489,-1.651,-43.004,-85.118,-3.70E+28
2286774,6.6891316,6.534252,91.3450813,-1.648,-43.007,-85.118,-3.70E+28
2286782,6.6907066,6.5356555,91.3462681,-1.647,-43.01,-85.123,-3.70E+28
