Frame,Rz,Ry,Rx,Tx,Ty,Tz
1411670,-27.7043093,-25.1523512,95.7284816,-26.091,-30.394,-86.037
1411678,-27.6884523,-25.1418456,95.719134,-26.086,-30.39,-86.031
1411686,-27.6881849,-25.1321074,95.7413719,-26.092,-30.373,-86.128
1411694,-27.6974532,-25.1280285,95.7707709,-26.116,-30.374,-86.115
1411702,-27.9482299,-25.2207101,96.0884775,-26.175,-30.317,-86.204
1411710,-28.0907987,-25.1511343,96.5526167,-26.14,-30.339,-86.622
1411718,-28.2163417,-25.1638202,96.7872498,-26.118,-30.326,-86.854
1411726,-28.2172938,-25.169033,96.7770769,-26.125,-30.327,-86.819
1411734,-28.2016383,-25.150742,96.7869108,-26.116,-30.332,-86.874
1411742,-28.1855637,-25.132661,96.7953851,-26.1,-30.348,-86.923
1411750,-28.2013865,-25.1484671,96.7916972,-26.104,-30.347,-86.901
1411758,-28.2837138,-25.2340287,96.7648459,-26.162,-30.297,-86.782
1411766,-28.2408387,-25.173654,96.815717,-26.159,-30.288,-86.909
1411774,-28.3458544,-25.2019758,96.9696078,-26.179,-30.285,-86.874
1411782,-28.517535,-25.1441536,97.4622034,-26.164,-30.288,-87.292
1411790,-28.6440338,-25.0796332,97.8749323,-26.1,-30.287,-87.839
1411798,-28.690742,-25.1174981,97.8829538,-26.107,-30.275,-87.775
1411806,-28.7362032,-25.1686589,97.8574104,-26.128,-30.256,-87.703
1411814,-28.7347886,-25.172479,97.845598,-26.135,-30.258,-87.684
1411822,-28.7172142,-25.1508721,97.8597174,-26.124,-30.261,-87.728
1411830,-28.7107041,-25.1400018,97.8716361,-26.115,-30.263,-87.765
1411838,-28.7229516,-25.1515964,97.8698567,-26.116,-30.26,-87.754
1411846,-28.7100273,-25.1237594,97.9081225,-26.112,-30.258,-87.847
1411854,-28.8777838,-25.2755465,97.8999913,-26.172,-30.23,-87.472
1411862,-28.9754859,-25.1024696,98.5024192,-26.099,-30.229,-88.088
1411870,-29.1261523,-25.0428087,98.9482637,-26.083,-30.182,-88.682
1411878,-29.2777233,-25.2080468,98.8707164,-26.132,-30.171,-88.443
1411886,-29.2631332,-25.1904916,98.8819709,-26.132,-30.178,-88.476
1411894,-29.2184427,-25.1393062,98.9105072,-26.124,-30.172,-88.559
1411902,-29.1860558,-25.1060822,98.9222383,-26.1,-30.175,-88.616
1411910,-29.204136,-25.1359594,98.8893289,-26.105,-30.182,-88.541
1411918,-29.2638272,-25.1943631,98.8743874,-26.125,-30.172,-88.479
1411926,-29.2057453,-25.1160075,98.9390087,-26.074,-30.176,-88.667
1411934,-29.2568726,-25.1991112,98.8493087,-26.15,-30.152,-88.343
1411942,-29.370911,-25.2162649,99.0396148,-26.187,-30.13,-88.322
1411950,-29.5299483,-25.0318449,99.787229,-26.124,-30.092,-89.281
1411958,-29.8365912,-25.1228108,100.1857045,-26.11,-30.056,-89.587
1411966,-29.8756164,-25.1055762,100.3028062,-26.099,-30.054,-89.691
1411974,-29.9058154,-25.1342118,100.2960599,-26.114,-30.03,-89.65
1411982,-29.9098289,-25.1445857,100.2799531,-26.119,-30.013,-89.608
1411990,-29.8984454,-25.1422721,100.2628437,-26.116,-30.024,-89.597
1411998,-29.8887973,-25.132233,100.2670501,-26.111,-30.035,-89.636
1412006,-29.8970059,-25.1301268,100.2881362,-26.128,-30.023,-89.71
1412014,-29.8458004,-25.0553454,100.3604708,-26.112,-30.006,-89.857
1412022,-30.0399051,-25.1928728,100.4243733,-26.141,-29.966,-89.541
1412030,-30.220881,-25.1118742,100.9659032,-26.131,-29.948,-90.054
1412038,-30.4533091,-25.1340942,101.366023,-26.137,-29.881,-90.461
1412046,-30.4052452,-25.0733246,101.4134093,-26.104,-29.886,-90.556
1412054,-30.3923346,-25.0564104,101.4275353,-26.085,-29.902,-90.631
1412062,-30.4378355,-25.1016336,101.4110529,-26.093,-29.906,-90.566
1412070,-30.4586112,-25.1172273,101.4152186,-26.11,-29.892,-90.555
1412078,-30.436611,-25.0994235,101.4137904,-26.122,-29.889,-90.563
1412086,-30.4516836,-25.0686117,101.5141723,-26.101,-29.88,-90.64
1412094,-30.422235,-25.0341762,101.5368985,-26.07,-29.891,-90.702
1412102,-30.646341,-25.2461651,101.4801758,-26.131,-29.836,-90.241
1412110,-30.6568869,-25.0966515,101.8447036,-26.085,-29.832,-90.603
1412118,-30.7572195,-24.9675283,102.3352219,-26.072,-29.768,-91.372
1412126,-30.9009985,-25.0767287,102.3570838,-26.089,-29.764,-91.243
1412134,-30.9995033,-25.1821975,102.3015707,-26.13,-29.75,-91.062
1412142,-30.9103902,-25.083949,102.3583064,-26.103,-29.759,-91.251
1412150,-30.822071,-24.9943676,102.3968954,-26.05,-29.778,-91.397
1412158,-30.8897085,-25.0654312,102.3616492,-26.061,-29.773,-91.278
1412166,-30.9409909,-25.1189086,102.3359697,-26.098,-29.763,-91.189
1412174,-30.875546,-25.05345,102.3623281,-26.101,-29.75,-91.302
1412182,-30.8854926,-25.0144129,102.4713491,-26.09,-29.715,-91.456
1412190,-31.1077013,-25.0603099,102.7865689,-26.113,-29.661,-91.547
1412198,-31.4629616,-25.1459806,103.2563538,-26.162,-29.577,-91.843
1412206,-31.5472791,-25.0414923,103.6528894,-26.086,-29.565,-92.293
1412214,-31.5090626,-24.9858354,103.7097734,-26.042,-29.569,-92.371
1412222,-31.55761,-25.0342702,103.6886542,-26.052,-29.56,-92.306
1412230,-31.5749593,-25.0531642,103.6774883,-26.066,-29.567,-92.293
1412238,-31.5700385,-25.0445886,103.6880363,-26.061,-29.569,-92.31
1412246,-31.5319154,-25.0090003,103.6989834,-26.055,-29.564,-92.358
1412254,-31.6247763,-25.1162379,103.625305,-26.146,-29.496,-92.106
1412262,-31.5495044,-24.9886281,103.7784731,-26.113,-29.511,-92.459
1412270,-31.8184558,-25.1015655,104.0165733,-26.088,-29.459,-92.312
1412278,-31.9932527,-24.957227,104.6675157,-26.068,-29.394,-93.071
1412286,-32.1893192,-24.989162,104.9511819,-26.052,-29.362,-93.312
1412294,-32.1807539,-24.9709077,104.9774066,-26.025,-29.357,-93.354
1412302,-32.1620501,-24.9545191,104.9809862,-26.005,-29.359,-93.384
1412310,-32.2145802,-25.0061817,104.9580674,-26.026,-29.343,-93.292
1412318,-32.2331316,-25.0275804,104.9427917,-26.04,-29.344,-93.258
1412326,-32.1939112,-24.9940875,104.9482457,-26.032,-29.346,-93.297
1412334,-32.1746296,-24.9788847,104.9480441,-26.039,-29.344,-93.346
1412342,-32.2080432,-25.0201977,104.9141898,-26.042,-29.342,-93.198
1412350,-32.1602484,-24.9356603,105.0209086,-25.974,-29.38,-93.196
