Frame,Rz,Ry,Rx,Tx,Ty,Tz,State
102014,78.6871435,-56.5668914,-113.4401045,9.127,-21.69,-120.593,OK
102022,78.7372137,-56.2917828,-113.7894183,9.252,-21.866,-119.799,OK
102030,79.0212371,-56.4552214,-113.8746488,9.167,-21.921,-119.863,OK
102038,79.1616583,-56.6900509,-113.7480588,8.941,-21.831,-120.796,OK
102046,79.2669126,-56.7127794,-113.8212223,8.937,-21.886,-120.951,OK
102054,79.188799,-56.7079355,-113.753765,8.885,-21.777,-120.946,OK
102062,79.1491926,-56.7210769,-113.7024576,8.862,-21.684,-121.081,OK
102070,79.1915075,-56.7062248,-113.758162,8.894,-21.696,-120.966,OK
102078,79.2919187,-56.5922864,-113.9763658,8.958,-21.877,-120.151,OK
102086,79.484488,-56.3629934,-114.4059669,9.23,-21.971,-119.212,OK
102094,80.1312386,-56.5279773,-114.8233917,9.094,-22.398,-119.157,OK
102102,80.205467,-56.9545026,-114.4281916,8.672,-22.137,-120.445,OK
102110,80.1251493,-56.7880587,-114.534888,8.771,-22.102,-120.148,OK
102118,80.1423822,-56.6023606,-114.7527391,8.913,-22.169,-119.255,OK
102126,79.9783373,-56.8042099,-114.3816397,8.647,-21.848,-120.124,OK
102134,80.0811712,-56.9960492,-114.2681092,8.476,-21.765,-121.015,OK
102142,80.6596237,-57.050571,-114.7428403,8.491,-22.058,-120.526,OK
102150,81.2023006,-56.926441,-115.3747517,8.593,-22.366,-119.474,OK
102158,81.4403395,-56.9232486,-115.5955565,8.64,-22.485,-119.32,OK
102166,81.1913865,-57.1491172,-115.1247221,8.291,-22.093,-120.309,OK
102174,81.1440658,-57.2752085,-114.9454373,8.11,-21.924,-120.977,OK
102182,81.2686153,-57.256674,-115.0796157,7.977,-21.902,-120.818,OK
102190,81.7522765,-57.141546,-115.6452646,8.16,-22.269,-119.993,OK
102198,81.8994108,-56.9484424,-115.9862386,8.38,-22.441,-119.231,OK
102206,81.9408018,-56.9738399,-115.9965842,8.344,-22.456,-119.361,OK
102214,82.012835,-57.2676083,-115.7472971,8.005,-22.176,-120.384,OK
102222,82.4596013,-57.495645,-115.9094622,7.854,-22.252,-120.918,OK
102230,82.5153892,-57.3188363,-116.148597,7.98,-22.375,-120.081,OK
102238,82.4534814,-57.1051628,-116.3205712,8.079,-22.401,-119.31,OK
102246,82.4865572,-57.3320114,-116.1084355,7.907,-22.283,-120.119,OK
102254,82.2376432,-57.4413141,-115.765898,7.623,-21.895,-120.919,OK
102262,82.5891682,-57.6212373,-115.8931451,7.419,-21.968,-121.188,OK
102270,82.9130504,-57.560282,-116.2512669,7.506,-22.122,-120.751,OK
102278,83.0786033,-57.568628,-116.3919076,7.577,-22.257,-120.494,OK
102286,83.0171504,-57.4872159,-116.4228895,7.611,-22.175,-120.286,OK
102294,82.9240504,-57.4540723,-116.3740776,7.488,-22.036,-120.303,OK
102302,83.367737,-57.7423019,-116.4685599,7.232,-22.101,-121.052,OK
102310,83.5036371,-57.8399079,-116.4877495,7.076,-21.967,-121.27,OK
102318,83.919724,-57.7548704,-116.9514203,7.342,-22.412,-120.676,OK
102326,83.8848816,-57.452699,-117.2388187,7.514,-22.439,-119.491,OK
102334,84.2642909,-57.759274,-117.2551522,7.235,-22.421,-120.104,OK
102342,84.8065744,-58.0410669,-117.4435562,7.039,-22.477,-120.708,OK
102350,84.824283,-57.7449089,-117.7691402,7.255,-22.62,-119.784,OK
102358,84.5561846,-57.8795057,-117.3895137,6.987,-22.224,-120.16,OK
102366,85.3094713,-57.9528374,-117.9825314,7.136,-22.849,-120.592,OK
102374,86.170126,-58.1913263,-118.4953015,7.209,-23.219,-120.077,OK
102382,84.8552171,-58.0531776,-117.4742299,6.521,-21.856,-120.183,OK
102390,85.0949542,-57.9242342,-117.8221132,6.757,-22.257,-120.649,OK
102398,85.5905291,-57.9304553,-118.2544931,6.952,-22.788,-120.323,OK
102406,86.8322448,-58.2609177,-119.0051141,7.036,-23.436,-120.234,OK
102414,87.1184624,-58.5210291,-118.9886656,6.432,-22.869,-119.912,OK
102422,86.3946492,-58.3012523,-118.5793926,6.212,-22.199,-120.262,OK
102430,87.0407101,-58.503343,-118.9386956,6.454,-22.788,-120.678,OK
102438,86.1149092,-58.258505,-118.3771484,6.104,-21.933,-120.353,OK
102446,87.350317,-58.3723469,-119.3437147,6.652,-23.18,-120.233,OK
102454,86.8326625,-58.4393282,-118.8220231,6.261,-22.484,-120.258,OK
102462,87.6230596,-58.4747594,-119.4768183,6.492,-23.161,-120.415,OK
102470,87.484276,-58.5196869,-119.3098794,6.198,-22.708,-120.21,OK
102478,87.3008908,-58.6610979,-119.0048711,6.012,-22.399,-121.241,OK
102486,87.753537,-58.5035011,-119.5611145,6.312,-22.956,-120.308,OK
102494,87.7495092,-58.3227957,-119.7419662,6.431,-22.948,-119.399,OK
102502,87.9947329,-58.4183806,-119.8574944,6.423,-23.045,-119.671,OK
102510,87.9419207,-58.6455229,-119.5803202,6.025,-22.66,-120.347,OK
102518,88.1756033,-58.7686405,-119.6583332,5.943,-22.645,-120.732,OK
102526,88.6005585,-58.6837808,-120.1130067,6.155,-23.092,-119.971,OK
102534,88.7009455,-58.5619169,-120.3231188,6.301,-23.209,-119.32,OK
102542,88.5708927,-58.5471485,-120.2257206,6.238,-23.065,-119.33,OK
102550,88.2177683,-58.7415038,-119.722554,5.901,-22.562,-120.367,OK
102558,87.9774825,-58.8785755,-119.3740124,5.655,-22.208,-121.36,OK
102566,88.3909037,-58.9477187,-119.6636918,5.647,-22.431,-121.084,OK
102574,89.0386864,-58.7408073,-120.4338363,5.998,-23.064,-119.763,OK
102582,89.2052107,-58.6813913,-120.6371685,6.077,-23.242,-119.189,OK
102590,89.0516619,-58.7893135,-120.3961055,5.933,-22.984,-119.889,OK
102598,88.6870428,-58.9792452,-119.8888796,5.647,-22.462,-120.908,OK
102606,88.3856344,-58.9585824,-119.6480917,5.48,-22.138,-121.173,OK
102614,88.8875017,-59.0664622,-119.9744826,5.486,-22.413,-121.108,OK
102622,89.4142132,-59.281152,-120.2139367,5.385,-22.507,-120.995,OK
102630,89.2591867,-59.2474883,-120.1137549,5.232,-22.344,-120.847,OK
102638,89.5616485,-59.1994825,-120.4232537,5.386,-22.622,-120.617,OK
102646,90.2349739,-59.3263601,-120.8755268,5.419,-23.013,-120.239,OK
102654,90.5774905,-59.3532788,-121.1422797,5.289,-23.063,-119.616,OK
102662,90.8349524,-59.3123746,-121.4029963,5.403,-23.277,-119.421,OK
102670,91.0078784,-59.2688127,-121.593663,5.535,-23.404,-119.269,OK
102678,91.0312432,-59.2703488,-121.6120439,5.474,-23.343,-119.139,OK
102686,91.43651,-59.4359529,-121.7931522,5.323,-23.412,-119.29,OK
102694,91.5209827,-59.5058479,-121.7960054,5.172,-23.24,-119.501,OK
102702,91.6433721,-59.5617321,-121.8449483,5.172,-23.317,-119.753,OK
102710,91.6132762,-59.5852671,-121.7961736,5.136,-23.226,-119.765,OK
102718,91.2186803,-59.6401978,-121.405751,4.838,-22.743,-120.224,OK
102726,91.1408128,-59.8112566,-121.1699282,4.672,-22.447,-121.197,OK
102734,91.3007237,-59.9051453,-121.2138793,4.521,-22.394,-121.261,OK
102742,92.3492686,-59.8221258,-122.1881006,4.896,-23.323,-120.177,OK
102750,92.5669227,-59.7642745,-122.4288046,4.905,-23.438,-119.38,OK
102758,92.3059458,-60.0023272,-121.9749033,4.594,-22.969,-120.474,OK
102766,92.8173589,-59.9948081,-122.4154603,4.825,-23.418,-120.428,OK
102774,92.2391147,-59.9171013,-122.0016768,4.437,-22.717,-120.032,OK
102782,93.1579832,-60.1759953,-122.5268667,4.489,-23.231,-120.578,OK
102790,92.3082364,-60.1068894,-121.8744297,3.988,-22.251,-120.248,OK
102798,93.1629948,-60.0275704,-122.6753303,4.458,-23.173,-120.324,OK
102806,93.4879734,-60.2637934,-122.7200653,4.431,-23.233,-120.418,OK
102814,92.4456032,-60.1672977,-121.9320113,3.803,-22.056,-120.302,OK
102822,92.7996188,-60.2756396,-122.1266289,3.711,-21.977,-120.288,OK
102830,92.8838138,-60.2299425,-122.2425191,3.585,-22.053,-120.409,OK
102838,93.3273317,-60.17279,-122.6728762,3.819,-22.349,-120.611,OK
102846,94.7082422,-60.5533275,-123.4660668,3.981,-23.219,-120.029,OK
102854,95.5087123,-60.622779,-124.0678777,4.159,-23.751,-119.999,OK
102862,95.7576369,-60.7624899,-124.1423282,3.846,-23.98,-119.857,OK
102870,95.5311157,-60.4606021,-124.2406369,3.934,-23.747,-120.49,OK
102878,95.2817374,-60.4662837,-124.0278927,3.634,-23.405,-120.44,OK
102886,95.1314403,-60.3935704,-123.9720839,3.861,-22.992,-120.673,OK
102894,94.5262515,-60.5934358,-123.2751289,3.19,-22.294,-120.289,OK
102902,95.039653,-60.6905143,-123.6120821,3.408,-22.629,-120.192,OK
102910,95.6045042,-60.7948919,-123.9840874,3.272,-23.341,-119.983,OK
102918,95.4547651,-60.4267466,-124.2093969,3.631,-23.029,-120.625,OK
102926,94.7904892,-60.621354,-123.4697691,2.854,-22.087,-120.623,OK
102934,94.8725746,-60.4299875,-123.7214854,3.227,-22.042,-120.683,OK
102942,95.4425284,-60.7712575,-123.8715314,3.069,-22.394,-120.289,OK
102950,95.6088834,-60.7604945,-124.0204096,3.111,-22.533,-120.317,OK
102958,95.0691786,-60.450691,-123.8657093,3.159,-22.07,-120.404,OK
102966,95.3704722,-60.7430137,-123.8383057,2.887,-22.086,-120.419,OK
102974,95.9307038,-60.7135549,-124.332525,2.847,-22.419,-120.511,OK
102982,97.8196136,-60.9033443,-125.7125777,3.473,-24.004,-120.609,OK
102990,97.5643203,-60.9789794,-125.4326632,3.343,-23.567,-120.421,OK
102998,97.1065879,-60.7001651,-125.3166913,3.22,-23.374,-119.919,OK
103006,96.9194552,-60.8518737,-125.0204619,3.044,-22.994,-120.371,OK
103014,97.1654555,-60.6940841,-125.3707722,3.204,-23.35,-120.127,OK
103022,97.6374489,-61.0008235,-125.4724146,2.989,-23.331,-120.459,OK
103030,97.886589,-61.2089225,-125.4836149,2.723,-23.051,-121.228,OK
103038,98.2548138,-60.9729091,-126.0042913,2.965,-23.55,-120.042,OK
103046,98.7844296,-60.899546,-126.5038215,3.216,-24.083,-119.235,OK
