Frame,Rz,Ry,Rx,Tx,Ty,Tz
47382,-37.6929894,-39.3001225,87.4186469,18.784,-79.475,-114.598
47390,-37.693843,-39.3001409,87.4200127,18.784,-79.474,-114.597
47398,-37.6933122,-39.2992749,87.4205112,18.787,-79.476,-114.599
47406,-37.6949817,-39.3002826,87.4216495,18.787,-79.475,-114.598
47414,-37.695204,-39.3005147,87.4216466,18.787,-79.475,-114.597
47422,-37.6954255,-39.3007487,87.4216396,18.786,-79.474,-114.595
47430,-37.6958405,-39.300669,87.4224431,18.788,-79.473,-114.597
47438,-37.6953727,-39.3007042,87.4216233,18.788,-79.473,-114.596
47446,-37.6942257,-39.3009011,87.4194389,18.788,-79.477,-114.594
47454,-37.6928445,-39.3007213,87.4174658,18.786,-79.477,-114.595
47462,-37.6918759,-39.300213,87.416685,18.787,-79.477,-114.596
47470,-37.690913,-39.2997176,87.415893,18.788,-79.478,-114.597
47478,-37.6907987,-39.3000192,87.4152305,18.786,-79.477,-114.597
47486,-37.6895588,-39.299169,87.4145456,18.786,-79.478,-114.598
47494,-37.6883417,-39.2983349,87.4138726,18.786,-79.478,-114.599
47502,-37.6904936,-39.3000215,87.4147284,18.784,-79.476,-114.598
47510,-37.6901843,-39.3003402,87.4137205,18.783,-79.476,-114.598
47518,-37.6889462,-39.2994374,87.4131213,18.784,-79.477,-114.6
47526,-37.6892353,-39.2994895,87.4135115,18.784,-79.475,-114.6
47534,-37.6894823,-39.299388,87.4140751,18.785,-79.476,-114.6
47542,-37.6897471,-39.2993073,87.4146353,18.786,-79.477,-114.601
47550,-37.6909486,-39.3005492,87.4146396,18.783,-79.475,-114.596
47558,-37.6913915,-39.30038,87.4156301,18.784,-79.476,-114.596
47566,-37.6929777,-39.300942,87.4173354,18.783,-79.474,-114.595
47574,-37.693605,-39.3009762,87.4183065,18.783,-79.473,-114.595
47582,-37.6942274,-39.3009986,87.4192879,18.783,-79.473,-114.594
47590,-37.6951083,-39.3010895,87.4205837,18.783,-79.473,-114.593
47598,-37.6959957,-39.3011884,87.4218776,18.784,-79.474,-114.592
47606,-37.6968371,-39.3016789,87.4224786,18.783,-79.472,-114.592
47614,-37.6976751,-39.3021734,87.4230677,18.781,-79.471,-114.592
47622,-37.6956641,-39.30061,87.4222481,18.784,-79.474,-114.594
47630,-37.6955058,-39.3004185,87.4222915,18.784,-79.474,-114.595
47638,-37.695349,-39.3002427,87.4223126,18.784,-79.474,-114.595
47646,-37.6935224,-39.2995617,87.4204025,18.785,-79.477,-114.597
47654,-37.6937507,-39.2999508,87.4201617,18.785,-79.476,-114.597
47662,-37.6920582,-39.2991129,87.4187179,18.785,-79.479,-114.599
47670,-37.6927304,-39.2994393,87.4193015,18.785,-79.477,-114.598
47678,-37.6933977,-39.299754,87.4198954,18.785,-79.475,-114.597
47686,-37.6890443,-39.296711,87.4175818,18.79,-79.48,-114.601
47694,-37.6890053,-39.2970005,87.4170615,18.789,-79.48,-114.601
47702,-37.6889638,-39.2972791,87.4165543,18.789,-79.479,-114.601
47710,-37.687772,-39.2970335,87.4149943,18.789,-79.481,-114.6
47718,-37.6865862,-39.2967948,87.4134332,18.789,-79.482,-114.599
47726,-37.6872327,-39.2968195,87.4144507,18.791,-79.481,-114.597
47734,-37.6866079,-39.2964398,87.4140285,18.791,-79.482,-114.596
47742,-37.6863175,-39.2962842,87.4137994,18.791,-79.481,-114.594
47750,-37.6853369,-39.2957651,87.4130159,18.791,-79.483,-114.596
47758,-37.6856071,-39.2964609,87.4123599,18.789,-79.482,-114.594
47766,-37.6860614,-39.2965759,87.4129208,18.79,-79.482,-114.594
47774,-37.686526,-39.2966889,87.4135019,18.791,-79.481,-114.595
47782,-37.684625,-39.2956452,87.4120417,18.79,-79.483,-114.595
47790,-37.6827342,-39.2946024,87.4105966,18.79,-79.484,-114.594
47798,-37.684475,-39.2955103,87.4120094,18.789,-79.482,-114.593
47806,-37.6851662,-39.2958496,87.4126037,18.789,-79.482,-114.594
47814,-37.6857139,-39.2959212,87.4133857,18.789,-79.481,-114.594
47822,-37.6862693,-39.295993,87.4141799,18.789,-79.481,-114.595
47830,-37.687408,-39.2961125,87.4158524,18.79,-79.48,-114.594
47838,-37.6875008,-39.2962771,87.4157442,18.791,-79.482,-114.591
47846,-37.6887816,-39.2972397,87.4163188,18.79,-79.481,-114.588
47854,-37.689007,-39.2977382,87.4159007,18.789,-79.482,-114.588
47862,-37.6902015,-39.2980571,87.4173495,18.79,-79.48,-114.587
47870,-37.6903479,-39.2979704,87.4177256,18.789,-79.479,-114.587
47878,-37.6901636,-39.2980284,87.4173329,18.789,-79.479,-114.587
47886,-37.6899981,-39.2981022,87.4169461,18.789,-79.48,-114.586
47894,-37.6897731,-39.2980418,87.4166736,18.789,-79.479,-114.587
47902,-37.689321,-39.29829,87.4155435,18.788,-79.48,-114.588
47910,-37.6884012,-39.2977176,87.4149432,18.788,-79.48,-114.587
47918,-37.688375,-39.2970951,87.4158825,18.79,-79.479,-114.59
47926,-37.6874278,-39.2967177,87.4149299,18.79,-79.479,-114.59
47934,-37.6864767,-39.2963402,87.4139712,18.79,-79.479,-114.591
47942,-37.6862827,-39.2964177,87.413532,18.791,-79.48,-114.587
47950,-37.6857402,-39.2960444,87.4132342,18.792,-79.481,-114.584
